gender,startage,country,birthyear
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
female,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
male,0,NGA,2015
